545650261	20150601	201506	2015	2015.4137											NPL	NEPAL	NPL								1	141	141	14	3	-6.5	10	1	10	-3.84615384615384	0								4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20160531073000	http://www.aninews.in/newsdetail4/story266400/federal-alliance-to-hold-month-long-relay-hunger-strike.html
545650262	20150601	201506	2015	2015.4137											NPL	NEPAL	NPL								1	142	142	14	3	-6.5	7	1	7	-3.84615384615384	0								4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20160531073000	http://www.aninews.in/newsdetail4/story266400/federal-alliance-to-hold-month-long-relay-hunger-strike.html
545650263	20150601	201506	2015	2015.4137											USA	UNITED STATES	USA								1	040	040	04	1	1.0	4	1	4	-0.43572984749456	0								3	Ford City, Pennsylvania, United States	US	USPA		40.7723	-79.5298	1205046	3	Ford City, Pennsylvania, United States	US	USPA		40.7723	-79.5298	1205046	20160531073000	http://www.kittanningpaper.com/2016/05/31/hand-up-aims-to-help-veterans-combat-ptsd/61798
545650264	20150601	201506	2015	2015.4137	AFR	AFRICA	AFR								BRA	BRAZIL	BRA								1	042	042	04	1	1.9	7	1	7	-2.21583914649159	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20160531073000	http://www.socialistproject.ca/bullet/1262.php
545650265	20150601	201506	2015	2015.4137	AFR	AFRICA	AFR								BRA	BRAZIL	BRA								1	042	042	04	1	1.9	1	1	1	-2.21583914649159	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20160531073000	http://www.socialistproject.ca/bullet/1262.php
545650266	20150601	201506	2015	2015.4137	AFR	AFRICA	AFR								BRA	BRAZIL	BRA								1	042	042	04	1	1.9	2	1	2	-2.21583914649159	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Brasilia, Distrito Federal, Brazil	BR	BR07	40202	-15.7833	-47.9167	-631243	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20160531073000	http://www.socialistproject.ca/bullet/1262.php
545650267	20150601	201506	2015	2015.4137	AUSJUD	MURRAY	AUS					JUD			AUS	MURRAY	AUS								1	014	014	01	1	0.0	30	3	30	-8.35874512800973	3	Maricopa County, Arizona, United States	US	USAZ	AZ013	33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	20160531073000	http://ktar.com/story/1095218/hearing-to-focus-on-arizona-sheriffs-contempt-violations/
545650268	20150601	201506	2015	2015.4137	AUSJUD	MURRAY	AUS					JUD			AUS	MURRAY	AUS								1	016	016	01	1	-2.0	30	3	30	-8.35874512800973	3	Maricopa County, Arizona, United States	US	USAZ	AZ013	33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	20160531073000	http://ktar.com/story/1095218/hearing-to-focus-on-arizona-sheriffs-contempt-violations/
545650269	20150601	201506	2015	2015.4137	AUSJUD	MURRAY	AUS					JUD			AUS	MURRAY	AUS								1	090	090	09	2	-2.0	18	3	18	-8.35874512800974	3	Maricopa County, Arizona, United States	US	USAZ	AZ013	33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	20160531073000	http://ktar.com/story/1095218/hearing-to-focus-on-arizona-sheriffs-contempt-violations/
545650270	20150601	201506	2015	2015.4137	AUSJUD	MURRAY	AUS					JUD			USA	UNITED STATES	USA								1	090	090	09	2	-2.0	12	3	12	-8.35874512800974	3	Maricopa County, Arizona, United States	US	USAZ	AZ013	33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	3	Maricopa County, Arizona, United States	US	USAZ		33.5	-112.501	37026	20160531073000	http://ktar.com/story/1095218/hearing-to-focus-on-arizona-sheriffs-contempt-violations/
